"id","timestamp","open","high","low","close","volume"
"1","1312156800","10.90000000","11.85000000","8.00000000","8.00000000","7.07258081"
"2","1314835200","8.00000000","8.89000000","4.80000000","4.82000000","1123.11154069"
"3","1317427200","4.85000000","6.25000000","2.22000000","3.30000000","2084.97363017"
"4","1320105600","3.32000000","15.00000000","2.25000000","3.19000000","2315.57439148"
"5","1322697600","3.46000000","4.75000000","2.82000000","4.58000000","2544.42368518"
"6","1325376000","4.58000000","7.38000000","3.80000000","5.30000000","2019.92043589"
"7","1328054400","5.53000000","6.50000000","4.14000000","4.99000000","4797.17384082"
"8","1330560000","4.99000000","5.44000000","4.54000000","4.90000000","9012.29025789"
"9","1333238400","4.89000000","5.43000000","4.69000000","5.00000000","16479.77403682"
"10","1335830400","4.94000000","5.17000000","4.86000000","5.17000000","18860.17315108"
"11","1338508800","5.17000000","6.69000000","5.14000000","6.61000000","63386.90022906"
"12","1341100800","6.60000000","9.28000000","6.36000000","9.28000000","50704.10082871"
"13","1343779200","9.28000000","16.41000000","7.10000000","10.16000000","83271.78662913"
"14","1346457600","10.20000000","12.66000000","9.49000000","12.22000000","55624.06465207"
"15","1349049600","12.21000000","12.99000000","9.50000000","11.00000000","83766.93140606"
"16","1351728000","11.00000000","12.74000000","10.25000000","12.43000000","88482.19048869"
"17","1354320000","12.39000000","13.94000000","12.24000000","13.24000000","91543.25000301"
"18","1356998400","13.24000000","21.00000000","12.77000000","20.46000000","124203.11458141"
"19","1359676800","20.30000000","34.42000000","19.50000000","33.53000000","124965.23696208"
"20","1362096000","33.53000000","97.00000000","33.00000000","96.15000000","177218.41769285"
"21","1364774400","95.50000000","259.34000000","45.00000000","139.88000000","439632.28455078"
"22","1367366400","139.87000000","140.30000000","81.50000000","127.91000000","299189.38289324"
"23","1370044800","127.76000000","128.86000000","86.20000000","89.53000000","249642.46384656"
"24","1372636800","89.41000000","101.00000000","63.00000000","98.28000000","420190.64015772"
"25","1375315200","97.77000000","134.95000000","90.00000000","128.00000000","332911.91764464"
"26","1377993600","127.90000000","132.09000000","115.00000000","126.25000000","318194.96351348"
"27","1380585600","126.25000000","206.60000000","85.00000000","203.54000000","626596.91999826"
"28","1383264000","203.54000000","1163.00000000","200.23000000","1119.80000000","965652.89637409"
"29","1385856000","1119.52000000","1153.27000000","382.21000000","732.00000000","950847.00000000"
"30","1388534400","732.00000000","995.00000000","725.00000000","803.00000000","442523.00000000"
"31","1391212800","803.00000000","827.38000000","400.00000000","550.10000000","824911.00000000"
"32","1393632000","551.80000000","710.00000000","436.00000000","454.83000000","491824.65095953"
"33","1396310400","454.81000000","548.00000000","339.79000000","448.85000000","515027.72937846"
"34","1398902400","449.00000000","629.40000000","420.27000000","627.80000000","300028.00000000"
