"id","timestamp","open","high","low","close","volume"
"1","1313625600","10.90000000","10.90000000","10.90000000","10.90000000","0.48990826"
"2","1313712000","11.85000000","11.85000000","11.15000000","11.69000000","1.92657814"
"3","1313798400","11.70000000","11.70000000","11.70000000","11.70000000","0.08547009"
"4","1313884800","11.70000000","11.70000000","11.70000000","11.70000000","0.08547009"
"5","1313971200","11.70000000","11.70000000","11.70000000","11.70000000","0.02863249"
"6","1314144000","11.50000000","11.50000000","10.50000000","10.50000000","2.35652174"
"7","1314230400","10.00000000","10.00000000","10.00000000","10.00000000","1.10000000"
"8","1314662400","8.00000000","8.00000000","8.00000000","8.00000000","1.00000000"
"9","1314835200","8.00000000","8.31000000","5.25000000","8.22000000","164.48000000"
"10","1314921600","8.12000000","8.88000000","8.00000000","8.88000000","79.76000000"
"11","1315094400","8.89000000","8.89000000","8.89000000","8.89000000","0.20022497"
"12","1315267200","8.00000000","8.00000000","8.00000000","8.00000000","21.00000000"
"13","1315353600","8.50000000","8.50000000","8.50000000","8.50000000","3.00000000"
"14","1315440000","7.98000000","7.98000000","7.40000000","7.40000000","6.86000000"
"15","1315872000","5.80000000","6.00000000","5.65000000","5.97000000","58.37138238"
"16","1315958400","5.58000000","5.72000000","5.52000000","5.53000000","61.14598362"
"17","1316044800","5.12000000","5.24000000","5.00000000","5.13000000","80.14079520"
"18","1316131200","4.82000000","4.87000000","4.80000000","4.85000000","39.91400680"
"19","1316217600","4.87000000","4.87000000","4.87000000","4.87000000","0.30000000"
"20","1316304000","4.87000000","4.92000000","4.81000000","4.92000000","119.81280000"
"21","1316390400","4.90000000","4.90000000","4.90000000","4.90000000","20.00000000"
"22","1316476800","4.92000000","5.66000000","4.92000000","5.66000000","89.28071068"
"23","1316563200","5.70000000","5.79000000","5.66000000","5.66000000","17.62932238"
"24","1316649600","5.68000000","5.72000000","5.68000000","5.72000000","43.77842238"
"25","1316736000","5.70000000","5.72000000","5.70000000","5.72000000","20.68003681"
"26","1316822400","5.70000000","5.76000000","5.68000000","5.68000000","90.58706633"
"27","1316908800","6.05000000","6.05000000","6.05000000","6.05000000","12.22000000"
"28","1316995200","6.06000000","6.06000000","4.80000000","4.80000000","39.57846334"
"29","1317081600","4.85000000","4.92000000","4.85000000","4.92000000","24.35450000"
"30","1317168000","4.90000000","4.91000000","4.82000000","4.82000000","83.05332580"
"31","1317254400","4.81000000","4.82000000","4.81000000","4.82000000","46.96450000"
"32","1317600000","4.85000000","4.87000000","4.83000000","4.87000000","30.57595000"
"33","1317686400","4.86000000","5.30000000","4.80000000","4.98000000","142.52162238"
"34","1317772800","4.92000000","6.25000000","4.80000000","4.92000000","113.72000000"
"35","1317859200","4.88000000","4.99000000","4.80000000","4.80000000","170.84354937"
"36","1317945600","4.80000000","4.81000000","4.59000000","4.61000000","94.64000000"
"37","1318032000","4.57000000","4.57000000","3.99000000","3.99000000","56.00000000"
"38","1318118400","3.89000000","3.89000000","3.89000000","3.89000000","11.00000000"
"39","1318204800","3.99000000","4.51000000","3.99000000","4.51000000","132.50000000"
"40","1318291200","3.98000000","4.10000000","3.98000000","4.10000000","78.08000000"
"41","1318377600","3.95000000","3.99000000","3.93000000","3.93000000","79.52352500"
"42","1318464000","3.93000000","3.97000000","3.93000000","3.97000000","109.62176600"
"43","1318550400","4.05000000","4.05000000","4.05000000","4.05000000","96.97751266"
"44","1318809600","3.92000000","3.92000000","3.92000000","3.92000000","10.24000000"
"45","1319068800","2.22000000","2.29000000","2.22000000","2.24000000","61.97233200"
"46","1319155200","2.22000000","2.27000000","2.22000000","2.27000000","41.46334066"
"47","1319414400","2.99000000","2.99000000","2.92000000","2.92000000","64.54000000"
"48","1319500800","2.66000000","2.72000000","2.66000000","2.72000000","130.29932366"
"49","1319587200","2.72000000","3.00000000","2.67000000","2.69000000","268.26897270"
"50","1319760000","3.07000000","4.36000000","3.07000000","4.20000000","118.37787266"
"51","1319846400","3.69000000","4.40000000","3.69000000","3.95000000","88.43242500"
"52","1319932800","3.85000000","3.85000000","3.20000000","3.50000000","116.38139500"
"53","1320019200","3.25000000","3.55000000","3.20000000","3.30000000","68.99404308"
"54","1320105600","3.32000000","3.33000000","3.32000000","3.33000000","38.77712060"
"55","1320364800","3.27000000","3.55000000","3.21000000","3.55000000","117.08103867"
"56","1320451200","3.21000000","3.21000000","3.00000000","3.00000000","103.51200000"
"57","1320537600","2.95000000","2.95000000","2.95000000","2.95000000","203.38800000"
"58","1320710400","3.08000000","3.08000000","3.08000000","3.08000000","47.47212389"
"59","1320796800","3.09000000","3.30000000","3.09000000","3.30000000","58.86052015"
"60","1320883200","3.25000000","3.30000000","2.95000000","3.30000000","121.66777314"
"61","1320969600","3.30000000","3.30000000","3.30000000","3.30000000","65.43400000"
"62","1321056000","3.35000000","3.35000000","3.35000000","3.35000000","2.79000000"
"63","1321142400","3.35000000","3.35000000","3.35000000","3.35000000","29.48955224"
"64","1321228800","2.95000000","2.95000000","2.47000000","2.47000000","183.40000000"
"65","1321315200","2.99000000","3.00000000","2.50000000","2.50000000","97.34161180"
"66","1321401600","2.51000000","3.00000000","2.51000000","3.00000000","5.61666667"
"67","1321488000","3.00000000","3.00000000","2.50000000","2.99000000","17.01862876"
"68","1321574400","2.50000000","2.79000000","2.50000000","2.50000000","88.44000000"
"69","1321660800","2.50000000","2.50000000","2.43000000","2.43000000","48.87212355"
"70","1321747200","2.37000000","2.37000000","2.37000000","2.37000000","11.00000000"
"71","1321833600","2.45000000","3.00000000","2.25000000","2.25000000","290.52677579"
"72","1321920000","2.53000000","2.59000000","2.46000000","2.59000000","328.49334597"
"73","1322092800","2.54000000","3.00000000","2.54000000","3.00000000","9.14460880"
"74","1322179200","2.50000000","15.00000000","2.50000000","2.75000000","179.78726599"
"75","1322265600","2.77000000","2.77000000","2.77000000","2.77000000","10.09025271"
"76","1322438400","2.67000000","2.78000000","2.66000000","2.66000000","180.36714898"
"77","1322524800","2.69000000","3.23000000","2.69000000","2.72000000","62.46464882"
"78","1322611200","3.19000000","3.19000000","3.19000000","3.19000000","14.53918495"
"79","1322697600","3.46000000","3.48000000","3.30000000","3.42000000","233.78003348"
"80","1322784000","3.45000000","3.45000000","3.04000000","3.04000000","131.75704022"
"81","1322870400","2.93000000","2.93000000","2.93000000","2.93000000","0.50000000"
"82","1323043200","2.82000000","2.99000000","2.82000000","2.93000000","207.36326560"
"83","1323129600","2.90000000","3.25000000","2.89000000","2.98000000","216.10928902"
"84","1323216000","3.05000000","3.35000000","3.05000000","3.30000000","233.20920018"
"85","1323302400","3.27000000","3.50000000","2.95000000","3.30000000","115.71772709"
"86","1323475200","3.20000000","3.20000000","3.00000000","3.20000000","12.28437500"
"87","1323561600","3.17000000","3.37000000","3.17000000","3.27000000","157.77889484"
"88","1323648000","3.37000000","3.60000000","3.37000000","3.48000000","75.61897495"
"89","1323734400","3.25000000","3.59000000","3.25000000","3.56000000","66.15055522"
"90","1323820800","3.42000000","3.49000000","3.42000000","3.47000000","90.76473070"
"91","1323907200","3.39000000","3.45000000","3.39000000","3.45000000","102.74202898"
"92","1323993600","3.25000000","3.50000000","3.25000000","3.44000000","84.61300100"
"93","1324166400","3.25000000","3.50000000","3.25000000","3.50000000","17.24285714"
"94","1324252800","3.50000000","3.98000000","3.50000000","3.85000000","134.73429197"
"95","1324339200","4.75000000","4.75000000","4.53000000","4.55000000","94.74335338"
"96","1324425600","4.38000000","4.38000000","4.38000000","4.38000000","20.89954338"
"97","1324512000","4.19000000","4.19000000","4.17000000","4.17000000","8.53526439"
"98","1324598400","3.86000000","4.35000000","3.84000000","4.22000000","149.49256188"
"99","1324684800","4.33000000","4.33000000","4.33000000","4.33000000","27.22479474"
"100","1324771200","4.32000000","4.32000000","4.27000000","4.27000000","24.18242300"
"101","1324857600","4.27000000","4.33000000","4.27000000","4.33000000","56.73660508"
"102","1324944000","4.33000000","4.33000000","4.29000000","4.29000000","58.07386739"
"103","1325030400","4.29000000","4.30000000","4.25000000","4.30000000","35.55011655"
"104","1325116800","4.30000000","4.50000000","4.30000000","4.50000000","36.56096221"
"105","1325203200","4.26000000","4.50000000","4.21000000","4.21000000","56.74004969"
"106","1325289600","4.39000000","4.58000000","4.39000000","4.58000000","95.31787810"
"107","1325376000","4.58000000","5.00000000","4.58000000","5.00000000","21.60200000"
"108","1325462400","5.00000000","5.00000000","5.00000000","5.00000000","19.04800000"
"109","1325548800","5.32000000","5.32000000","5.14000000","5.29000000","88.03728092"
"110","1325635200","4.93000000","5.57000000","4.93000000","5.57000000","107.23326023"
"111","1325721600","5.72000000","6.65000000","5.72000000","6.65000000","94.80182926"
"112","1325808000","6.65000000","6.90000000","6.00000000","6.00000000","33.88274671"
"113","1325894400","6.80000000","6.80000000","6.80000000","6.80000000","0.29585799"
"114","1325980800","6.90000000","7.00000000","6.90000000","7.00000000","5.00000000"
"115","1326067200","6.99000000","6.99000000","6.23000000","6.30000000","66.86932290"
"116","1326153600","6.24000000","7.14000000","6.24000000","7.14000000","62.28998018"
"117","1326240000","7.14000000","7.33000000","6.25000000","7.00000000","105.35893402"
"118","1326326400","6.95000000","7.38000000","6.51000000","6.51000000","82.30163181"
"119","1326412800","6.80000000","7.36000000","6.60000000","6.60000000","48.97014484"
"120","1326499200","6.50000000","6.50000000","6.30000000","6.30000000","16.83600000"
"121","1326585600","7.15000000","7.15000000","7.15000000","7.15000000","16.69930070"
"122","1326672000","6.20000000","7.10000000","6.20000000","7.10000000","12.64929577"
"123","1326758400","6.50000000","6.90000000","6.00000000","6.00000000","80.51400824"
"124","1326844800","5.99000000","7.10000000","5.99000000","7.10000000","133.44676912"
"125","1326931200","5.52000000","7.00000000","5.52000000","6.22000000","246.71581895"
"126","1327017600","6.90000000","6.95000000","6.55000000","6.95000000","95.82599863"
"127","1327104000","6.30000000","6.77000000","6.28000000","6.77000000","81.41385241"
"128","1327190400","6.79000000","6.83000000","6.03000000","6.79000000","81.27103303"
"129","1327276800","6.50000000","6.52000000","6.00000000","6.52000000","94.92062909"
"130","1327363200","6.52000000","6.57000000","6.00000000","6.55000000","85.44624147"
"131","1327449600","6.26000000","6.86000000","6.00000000","6.31000000","81.12325640"
"132","1327536000","6.27000000","6.30000000","5.50000000","5.50000000","29.91907058"
"133","1327622400","3.80000000","6.03000000","3.80000000","5.88000000","92.07999287"
"134","1327708800","4.91000000","4.91000000","4.91000000","4.91000000","0.25000000"
"135","1327795200","5.89000000","5.90000000","5.30000000","5.50000000","9.45484643"
"136","1327881600","5.30000000","5.58000000","5.30000000","5.58000000","15.16000000"
"137","1327968000","5.70000000","6.22000000","3.80000000","5.30000000","110.50333334"
"138","1328054400","5.53000000","5.99000000","5.52000000","5.88000000","12.05880628"
"139","1328140800","5.99000000","6.28000000","5.89000000","6.28000000","251.00093001"
"140","1328227200","6.29000000","6.35000000","5.93000000","6.30000000","155.55245320"
"141","1328313600","6.35000000","6.50000000","5.94000000","5.94000000","67.63499409"
